ID,LCLAS_NM,MLSFC_NM,POI_ID,POI_NM,BHF_NM,ASSTN_NM,CL_CD,CL_NM,PNU,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,LEGALDONG_CD,ADSTRD_CD,RDNMADR_CD,RDNMADR_NM,BULD_NO,LC_LO,LC_LA,GID_CD,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
KCDPCPO23N000000001,장소,공원,139888,해상공원,,,50705,지역근린공원,4812110500104070008,경상남도,창원시 의창구,도계동,,407-8,4812110500,4812153000,481214781477,원이대로81번길,14,128.6374039,35.25602587,마라034962,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000002,장소,공원,140540,신장어린이공원,,,50705,지역근린공원,1147010300104860000,서울특별시,양천구,신월동,,486,1147010300,1147057000,114704142310,오목로9길,20-1,126.8427594,37.52422994,다사419474,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000003,장소,공원,141741,우신연립공원,,,50705,지역근린공원,4148010100107750001,경기도,파주시,금촌동,,775-1,4148010100,4148051000,414804418088,금정6길,10,126.7772822,37.75795683,다사363733,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000004,장소,공원,142209,우장산공원,,,50705,지역근린공원,1150010600200040005,서울특별시,강서구,내발산동,,산4-5,1150010600,1150061500,115004145184,공항대로42길,51-22,126.8454875,37.55417543,다사421507,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000005,장소,공원,143564,겸재공원,,,50705,지역근린공원,1126010100100700003,서울특별시,중랑구,면목동,,70-3,1126010100,1126056500,,,,127.0932316,37.58797091,다사640543,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000006,장소,공원,143668,사근공원,,,50705,지역근린공원,1120010600102910010,서울특별시,성동구,사근동,,291-10,1120010600,1120055000,,,,127.0476509,37.56343701,다사600516,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000007,장소,공원,146455,분토골공원,,,50705,지역근린공원,1165010800116270004,서울특별시,서초구,서초동,,1627-4,1165010800,1165051000,,,,127.0174063,37.48834836,다사573433,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000008,장소,공원,146955,원내어린이공원,,,50706,어린이놀이터,3020010100102060005,대전광역시,유성구,원내동,,206-5,3020010100,3020052000,302004301412,진잠로102번길,50,127.3182726,36.3005318,다바836114,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000009,장소,공원,147724,석천공원,,,50705,지역근린공원,4119010900104160000,경기도,부천시,상동,,416,4119010900,4119061000,411903184019,석천로,85-1,126.7604086,37.49570244,다사346443,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000010,장소,공원,148447,용말어린이공원,,,50705,지역근린공원,1165010200102180003,서울특별시,서초구,양재동,,218-3,1165010200,1165065200,,,,127.0349002,37.46310998,다사588405,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000011,장소,공원,149173,계양공원,,,50705,지역근린공원,2824510200100520001,인천광역시,계양구,계산동,,52-1,2824510200,2824561200,,,,126.723075,37.55002452,다사313503,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000012,장소,공원,150755,봉황공원,,,50705,지역근린공원,1126010200101140001,서울특별시,중랑구,상봉동,,114-1,1126010200,1126059000,112604118075,동일로116길,65-3,127.0847554,37.59502436,다사633551,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000013,장소,공원,151359,봉선화공원,,,50705,지역근린공원,1150010900106450013,서울특별시,강서구,방화동,,645-13,1150010900,1150064000,,,,126.8070067,37.56657939,다사388521,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000014,장소,공원,153762,윗잔다리어린이공원,,,50705,지역근린공원,1144012100101680001,서울특별시,마포구,동교동,,168-1,1144012100,1144066000,114404139424,양화로18안길,27,126.9261998,37.55716997,다사493510,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000015,장소,공원,156961,고무래공원,,,50705,지역근린공원,1165010700100300005,서울특별시,서초구,반포동,,30-5,1165010700,1165056000,,,,127.0154232,37.50356924,다사571450,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000016,장소,공원,156981,범어어린이공원,,,50705,지역근린공원,4833025324106720003,경상남도,양산시,물금읍,범어리,672-3,4833025324,4833025300,,,,129.0016178,35.33257726,마마364051,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000017,장소,공원,157001,신동중어린이공원,,,50705,지역근린공원,4833025324105320001,경상남도,양산시,물금읍,범어리,532-1,4833025324,4833025300,,,,128.9985736,35.33179721,마마361050,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000018,장소,공원,157002,주산지어린이공원,,,50705,지역근린공원,4833025324105060006,경상남도,양산시,물금읍,범어리,506-6,4833025324,4833025300,,,,129.00285,35.33524373,마마365054,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000019,장소,공원,158701,백설어린이공원,,,50705,지역근린공원,1162010100116060011,서울특별시,관악구,봉천동,,1606-11,1162010100,1162058500,116204160023,관악로6길,50,126.9536506,37.47613818,다사516420,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000020,장소,공원,159477,고운어린이공원,,,50705,지역근린공원,2917011500109810006,광주광역시,북구,오치동,,981-6,2917011500,2917067600,291704286409,서하로274번길,16,126.9101421,35.18617979,다라462880,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000021,장소,공원,159783,고인돌공원,,,50705,지역근린공원,4684025026100730025,전라남도,무안군,무안읍,고절리,73-25,4684025026,4684025000,,,,126.4552464,35.00122653,다라046678,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000022,장소,공원,159784,고인돌공원,,,50705,지역근린공원,1165010200103900000,서울특별시,서초구,양재동,,390,1165010200,1165065200,,,,127.0466535,37.47142017,다사599414,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000023,장소,공원,160277,역삼은행나무공원,,,50705,지역근린공원,1168010100106110000,서울특별시,강남구,역삼동,,611,1168010100,1168064000,,,,127.0312427,37.50541876,다사585452,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000024,장소,공원,160376,방어진제4공원,,,50705,지역근린공원,3117010400106880004,울산광역시,동구,전하동,,688-4,3117010400,3117056000,,,,129.426846,35.50570528,마마747250,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000025,장소,공원,160828,밤골근린공원,,,50705,지역근린공원,1129013600100900206,서울특별시,성북구,하월곡동,,90-206,1129013600,1129071500,112904121675,종암로34길,16,127.0328315,37.60487853,다사587562,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000026,장소,공원,162145,의주로공원,,,50705,지역근린공원,1114016900100320006,서울특별시,중구,의주로1가,,32-6,1114016900,1114052000,,,,126.9686756,37.56387703,다사530517,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000027,장소,공원,162662,바람산공원,,,50705,지역근린공원,1141011600100040055,서울특별시,서대문구,창천동,,4-55,1141011600,1141058500,,,,126.9403579,37.5578841,다사505510,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000028,장소,공원,166646,곰말공원,,,50705,지역근린공원,1150010300108650001,서울특별시,강서구,화곡동,,865-1,1150010300,1150055000,115004145148,곰달래로45길,17,126.8560481,37.53340216,다사431484,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000029,장소,공원,166819,공단체육공원,,,50705,지역근린공원,2920012500104990005,광주광역시,광산구,하남동,,499-5,2920012500,2920064000,,,,126.792252,35.1918976,다라355887,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000030,장소,공원,167071,미리내공원,,,50705,지역근린공원,1123010600100930029,서울특별시,동대문구,장안동,,93-29,1123010600,1123066000,,,,127.0717374,37.58089286,다사621535,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000031,장소,공원,168609,미나리공원,,,50705,지역근린공원,1123010600104490000,서울특별시,동대문구,장안동,,449,1123010600,1123065000,112304115571,천호대로87길,43,127.0681703,37.56365607,다사618516,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000032,장소,공원,169641,주엽공원,,,50705,지역근린공원,4128710200101180000,경기도,고양시 일산서구,주엽동,,118,4128710200,4128755000,412873194023,주화로,65-3,126.759729,37.66790466,다사347634,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000033,장소,공원,169651,문화어린이공원,,,50705,지역근린공원,1147010300105150000,서울특별시,양천구,신월동,,515,1147010300,1147059000,,,,126.8427041,37.52117037,다사419470,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000034,장소,공원,169891,검바골공원,,,50705,지역근린공원,4128510600111560000,경기도,고양시 일산동구,백석동,,1156,4128510600,4128555100,412854379009,강송로74번길,53-7,126.7913851,37.64845878,다사374612,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000035,장소,공원,170007,목동마을공원,,,50705,지역근린공원,1147010200108060020,서울특별시,양천구,목동,,806-20,1147010200,1147054000,,,,126.8647667,37.53054298,다사438481,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000036,장소,공원,170154,문화공원,,,50705,지역근린공원,3114010600116010004,울산광역시,남구,삼산동,,1601-4,3114010600,3114057000,,,,129.342997,35.53450166,마마670280,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000037,장소,공원,170349,어수정어린이공원,,,50705,지역근린공원,4115011000106790000,경기도,의정부시,가능동,,679,4115011000,4115059500,,,,127.0330153,37.74724772,다사588720,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000038,장소,공원,171425,한내어린이공원,,,50705,지역근린공원,1123010600103480000,서울특별시,동대문구,장안동,,348,1123010600,1123066000,,,,127.0711554,37.56783128,다사621521,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000039,장소,공원,171796,무너미공원,,,50705,지역근린공원,1130510300102810002,서울특별시,강북구,수유동,,281-2,1130510300,1130564500,,,,127.0127515,37.64608344,다사570608,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000040,장소,공원,171914,묘랫재공원,,,50705,지역근린공원,1141011100101560363,서울특별시,서대문구,홍제동,,156-363,1141011100,1141062000,,,,126.9446327,37.58298106,다사509538,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000041,장소,공원,172355,과천중앙공원,,,50705,지역근린공원,4129010900100020005,경기도,과천시,별양동,,2-5,4129010900,4129053000,412904385023,도서관길,36,126.9941717,37.42977357,다사552368,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000042,장소,공원,172645,목화공원,,,50705,지역근린공원,3114010500112680007,울산광역시,남구,달동,,1268-7,3114010500,3114057000,,,,129.3312668,35.5362833,마마660282,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000043,장소,공원,172679,자두공원,,,50705,지역근린공원,3114010500112600001,울산광역시,남구,달동,,1260-1,3114010500,3114057000,,,,129.3342881,35.53684787,마마662283,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000044,장소,공원,172782,묵정공원,,,50705,지역근린공원,1114013300100210000,서울특별시,중구,충무로5가,,21,1114013300,1114059000,111404103351,퇴계로45길,32-12,126.9997799,37.56379812,다사558517,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000045,장소,공원,172925,자산공원,,,50705,지역근린공원,4715010400101460018,경상북도,김천시,성내동,,146-18,4715010400,4715051600,,,,128.1251652,36.12085438,라마562917,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000046,장소,공원,173093,자양어린이공원,,,50705,지역근린공원,1121510500105200002,서울특별시,광진구,자양동,,520-2,1121510500,1121584000,112153103010,뚝섬로,576,127.0746453,37.53305053,다사624482,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000047,장소,공원,173136,자연공원,,,50705,지역근린공원,4127310700200620000,경기도,안산시 단원구,초지동,,산62,4127310700,4127357000,,,,126.8081543,37.32643499,다사387254,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000048,장소,공원,173153,목련공원,,,50705,지역근린공원,1168011400106580000,서울특별시,강남구,일원동,,658,1168011400,1168073000,,,,127.0855068,37.49143944,다사633436,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000049,장소,공원,174121,모래내공원,,,50705,지역근린공원,1162010100116130019,서울특별시,관악구,봉천동,,1613-19,1162010100,1162058500,116204160004,관악로12길,55,126.9555847,37.47786248,다사518422,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000050,장소,공원,175889,잠실공원,,,50705,지역근린공원,1171010100102300000,서울특별시,송파구,잠실동,,230,1171010100,1171065000,117104169168,백제고분로15길,7,127.083512,37.50591819,다사631452,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000051,장소,공원,176013,욧골어린이공원,,,50705,지역근린공원,3020012200104130007,대전광역시,유성구,궁동,,413-7,3020012200,3020054000,302004301062,궁동로18번길,24,127.3485626,36.36259893,다바864183,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000052,장소,공원,177052,장미공원,,,50705,지역근린공원,1150010800106680000,서울특별시,강서구,공항동,,668,1150010800,1150062000,115004145362,방화대로7다길,35-18,126.8139055,37.55658479,다사394510,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000053,장소,공원,178267,망우체육공원,,,50705,지역근린공원,1126010500103520041,서울특별시,중랑구,망우동,,352-41,1126010500,1126065500,112604118422,송림길,91,127.1028737,37.60423844,다사649561,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000054,장소,공원,178270,망우공원,,,50703,대형시민/도심공원,2714010300202340035,대구광역시,동구,효목동,,산234-35,2714010300,2714059000,,,,128.6574366,35.87682412,마마044650,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000055,장소,공원,178310,장복산공원,,,50705,지역근린공원,4812913800200520001,경상남도,창원시 진해구,태백동,,산52-1,4812913800,4812954000,481294019005,장복산길,56-42,128.660554,35.17168969,마라056868,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000056,장소,공원,178311,망덕공원,,,50705,지역근린공원,4613012800101620000,전라남도,여수시,학동,,162,4613012800,4613078000,461303282041,거북선공원2길,10,127.6653582,34.76144912,라라151407,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000057,장소,공원,179546,장안근린공원,,,50705,지역근린공원,1123010600103000000,서울특별시,동대문구,장안동,,300,1123010600,1123066000,112303105012,장한로,191,127.0713368,37.57762943,다사621532,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000058,장소,공원,180053,잠원근린공원,,,50705,지역근린공원,1165010600100620005,서울특별시,서초구,잠원동,,62-5,1165010600,1165054000,,,,127.0101989,37.51269791,다사567460,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000059,장소,공원,181527,마단공원,,,50705,지역근린공원,3114010500113370009,울산광역시,남구,달동,,1337-9,3114010500,3114057000,,,,129.3292947,35.54127868,마마658287,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000060,장소,공원,181922,장흥체육공원,,,50705,지역근린공원,4163034022104230001,경기도,양주시,장흥면,울대리,423-1,4163034022,4163034000,416304436410,호국로550번길,71,126.9782392,37.71691752,다사540687,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000061,장소,공원,183402,저전어린이놀이터,,,50706,어린이놀이터,4615011800102380001,전라남도,순천시,저전동,,238-1,4615011800,4615060000,461504649943,저전길,89,127.4839142,34.94777379,다라985614,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000062,장소,공원,184544,전망대공원,,,50705,지역근린공원,4127310500200370000,경기도,안산시 단원구,원시동,,산37,4127310500,4127357000,412733191027,범지기로,180-1,126.7919928,37.30356782,다사372229,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000063,장소,공원,185269,레포츠공원,,,50705,지역근린공원,4477025322101910000,충청남도,서천군,서천읍,사곡리,191,4477025322,4477025300,447704580400,서천로232번길,65,126.6897378,36.08812414,다마270882,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000064,장소,공원,186624,라이온스공원,,,50705,지역근린공원,4146110100103400000,경기도,용인시 처인구,김량장동,,340,4146110100,4146151000,,,,127.2026922,37.2341312,다사736150,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000065,장소,공원,189368,교남체육공원,,,50705,지역근린공원,1111018100102101127,서울특별시,종로구,행촌동,,210-1127,1111018100,1111058000,111104100478,통일로12길,125-8,126.9626705,37.57635467,다사525531,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000066,장소,공원,189403,교문제1호공원,,,50705,지역근린공원,4131010400102200000,경기도,구리시,교문동,,220,4131010400,4131054100,413104388028,경춘로162번길,35,127.1331985,37.59865738,다사676555,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000067,장소,공원,189404,교문제2호공원,,,50705,지역근린공원,4131010400107280000,경기도,구리시,교문동,,728,4131010400,4131054100,,,,127.131566,37.59818819,다사674554,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000068,장소,공원,189405,교문제3호공원,,,50705,지역근린공원,4131010400107500000,경기도,구리시,교문동,,750,4131010400,4131054100,413104388118,안골로20번길,33,127.1333416,37.59539964,다사676551,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000069,장소,공원,189480,구갈1리소공원,,,50705,지역근린공원,4146310200104070001,경기도,용인시 기흥구,구갈동,,407-1,4146310200,4146352000,,,,127.1110004,37.27480487,다사655196,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000070,장소,공원,189481,구갈2리소공원,,,50705,지역근린공원,4146310200103750002,경기도,용인시 기흥구,구갈동,,375-2,4146310200,4146352000,,,,127.1167283,37.27773831,다사660199,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000071,장소,공원,189598,구로근린공원,,,50705,지역근린공원,1153010200100500000,서울특별시,구로구,구로동,,50,1153010200,1153056000,115303116004,공원로,28,126.8917229,37.49944687,다사462446,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000072,장소,공원,189616,구룡공원,,,50705,지역근린공원,1154510200109640000,서울특별시,금천구,독산동,,964,1154510200,1154563000,115454151052,독산로107길,13,126.9027508,37.4778898,다사471422,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000073,장소,공원,189817,까치어린이공원,,,50705,지역근린공원,1162010100116780001,서울특별시,관악구,봉천동,,1678-1,1162010100,1162057500,,,,126.9594357,37.47989759,다사522424,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000074,장소,공원,189823,양산공원,,,50705,지역근린공원,1162010200103950035,서울특별시,관악구,신림동,,395-35,1162010200,1162074500,,,,126.932559,37.47371416,다사498417,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000075,장소,공원,191000,두리어린이공원,,,50705,지역근린공원,1144012300104360001,서울특별시,마포구,망원동,,436-1,1144012300,1144070000,114404139217,방울내로5길,18,126.9012304,37.56012191,다사471513,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000076,장소,공원,191196,두둑재공원,,,50705,지역근린공원,1165010200103570000,서울특별시,서초구,양재동,,357,1165010200,1165065200,,,,127.0440175,37.46800422,다사596410,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000077,장소,공원,191792,구포2소공원,,,50705,지역근린공원,2632010500112140039,부산광역시,북구,구포동,,1214-39,2632010500,2632052100,263204196377,팽나무로8번길,69,129.0059033,35.20194969,마라370906,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000078,장소,공원,191801,구포3소공원,,,50705,지역근린공원,2632010500112300004,부산광역시,북구,구포동,,1230-4,2632010500,2632052100,,,,129.0097732,35.1970878,마라374901,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000079,장소,공원,191810,구포4소공원,,,50705,지역근린공원,2632010500112600019,부산광역시,북구,구포동,,1260-19,2632010500,2632052100,,,,129.0067614,35.19586713,마라371899,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000080,장소,공원,192617,제1호근린공원,,,50705,지역근린공원,3020012500102060000,대전광역시,유성구,신성동,,206,3020012500,3020055000,302004301244,신성로58번길,38-4,127.3475903,36.38709894,다바863210,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000081,장소,공원,192752,동학기념공원,,,50705,지역근린공원,4688036026200460001,전라남도,장성군,황룡면,장산리,산46-1,4688036026,4688036000,,,,126.7480531,35.2946645,다마316001,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000082,장소,공원,192755,중각단어린이공원,,,50705,지역근린공원,4833010700105520008,경상남도,양산시,북정동,,552-8,4833010700,4833052000,483304814333,북정3길,9,129.0483124,35.35971848,마마406082,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000083,장소,공원,192955,화정공원,,,50705,지역근린공원,4128112300109430000,경기도,고양시 덕양구,화정동,,943,4128112300,4128162200,412813000136,호국로,506-2,126.8254445,37.63278182,다사404594,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000084,장소,공원,195279,국화어린이공원,,,50706,어린이놀이터,1135010400102520011,서울특별시,노원구,하계동,,252-11,1135010400,1135061100,,,,127.076085,37.63702882,다사625598,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000085,장소,공원,197399,궁산근린공원,,,50705,지역근린공원,1150010500200020007,서울특별시,강서구,마곡동,,산2-7,1150010500,1150060300,,,,126.8392458,37.57412341,다사416529,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000086,장소,공원,198936,동신어린이공원,,,50705,지역근린공원,2726010700107500000,대구광역시,수성구,황금동,,750,2726010700,2726060200,272604238166,들안로40안길,7-20,128.619102,35.84746638,마마010617,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000087,장소,공원,201254,동부공원,,,50705,지역근린공원,4122011800108800000,경기도,평택시,비전동,,880,4122011800,4122063000,412203188012,동부공원로,46,127.1184358,36.99453139,다바660885,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000088,장소,공원,202220,동명체육공원,,,50705,지역근린공원,1174010200102290000,서울특별시,강동구,고덕동,,229,1174010200,1174056000,117404172204,아리수로78길,23,127.1651004,37.5616675,다사704514,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000089,장소,공원,202540,동래성씨공원,,,50705,지역근린공원,1159010700111380001,서울특별시,동작구,사당동,,1138-1,1159010700,1159065100,,,,126.9657073,37.48627763,다사527431,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000090,장소,공원,204261,검산소공원,,,50705,지역근린공원,4521010400110310000,전라북도,김제시,검산동,,1031,4521010400,4521054000,452104616697,동서16길,23,126.8963,35.80522938,다마454566,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000091,장소,공원,204589,햇살공원,,,50705,지역근린공원,3114010500113490002,울산광역시,남구,달동,,1349-2,3114010500,3114057000,,,,129.3323655,35.54025246,마마661286,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000092,장소,공원,206029,개화산공원,,,50705,지역근린공원,1150011000200910005,서울특별시,강서구,개화동,,산91-5,1150011000,1150064000,,,,126.8053763,37.58196232,다사386538,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000093,장소,공원,206058,개포까치공원,,,50705,지역근린공원,1168010300101690003,서울특별시,강남구,개포동,,169-3,1168010300,1168067000,116804166457,선릉로12길,12,127.0611344,37.4838026,다사612428,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000094,장소,공원,206059,도곡공원,,,50705,지역근린공원,1168011800104610000,서울특별시,강남구,도곡동,,461,1168011800,1168065600,116804166099,남부순환로378길,29,127.0469246,37.48521999,다사599429,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000095,장소,공원,206117,개운산근린공원,,,50705,지역근린공원,1129012500200010003,서울특별시,성북구,안암동5가,,산1-3,1129012500,1129060000,,,,127.0275872,37.59316687,다사582549,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000096,장소,공원,206590,우면산도시공원,,,50705,지역근린공원,1165010100200920001,서울특별시,서초구,방배동,,산92-1,1165010100,1165062000,,,,127.0031009,37.47378779,다사560417,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000097,장소,공원,208603,우암사적공원,,,50705,지역근린공원,3011011400100030000,대전광역시,동구,가양동,,3,3011011400,3011063000,301103164026,충정로,53,127.4575166,36.34753696,다바961166,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000000098,장소,공원,208733,개롱공원,,,50705,지역근린공원,1171010700101950000,서울특별시,송파구,가락동,,195,1171010700,1171063200,117103000034,동남로,178,127.1307514,37.49366103,다사673438,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
