ID,LCLAS_NM,MLSFC_NM,POI_ID,POI_NM,BHF_NM,ASSTN_NM,CL_CD,CL_NM,PNU,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,LEGALDONG_CD,ADSTRD_CD,RDNMADR_CD,RDNMADR_NM,BULD_NO,LC_LO,LC_LA,GID_CD,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE
KCDPCPO23N000003095,장소,공원,14185845,거진체육공원,,,50705,지역근린공원,5182025321100100006,강원특별자치도,고성군,거진읍,거진리,10-6,5182025321,5182025300,518204502103,거탄진로209번길,19,128.4641087,38.44835571,라아841501,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003096,장소,공원,14185846,거진어린이공원,,,50706,어린이놀이터,5182025321102370003,강원특별자치도,고성군,거진읍,거진리,237-3,5182025321,5182025300,,,,128.4547302,38.44909389,라아833502,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003097,장소,공원,14186665,칠금2호어린이공원,,,50705,지역근린공원,4313011600106320000,충청북도,충주시,칠금동,,632,4313011600,4313062500,,,,127.9232831,36.98625151,라바376876,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003098,장소,공원,14186675,칠금4호어린이공원,,,50705,지역근린공원,4313011600109650000,충청북도,충주시,칠금동,,965,4313011600,4313062500,431304515399,칠금중앙4길,20,127.920668,36.98179021,라바374871,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003099,장소,공원,14186821,근린공원,,,50705,지역근린공원,4163034026102790014,경기도,양주시,장흥면,삼상리,279-14,4163034026,4163034000,,,,126.9316268,37.6969861,다사498665,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003100,장소,공원,14187352,추팔근린공원,,,50705,지역근린공원,4122025023103980002,경기도,평택시,팽성읍,추팔리,398-2,4122025023,4122025000,,,,127.075197,36.95170206,다바621837,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003101,장소,공원,14188312,큰골근린공원,,,50705,지역근린공원,1168010600108880000,서울특별시,강남구,대치동,,888,1168010600,1168060000,116803122006,선릉로,222,127.0546324,37.4939651,다사606439,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003102,장소,공원,14192720,풍납근린공원,,,50705,지역근린공원,1171010300100730001,서울특별시,송파구,풍납동,,73-1,1171010300,1171051000,,,,127.1214882,37.53865947,다사665488,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003103,장소,공원,14192799,근린공원,,,50705,지역근린공원,5173025021104260000,강원특별자치도,횡성군,횡성읍,읍상리,426,5173025021,5173025000,,,,127.9933135,37.48520873,라사436430,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003104,장소,공원,14192878,한솔어린이공원,,,50705,지역근린공원,4121010400112340000,경기도,광명시,소하동,,1234,4121010400,4121065000,,,,126.8833674,37.43708971,다사454377,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003105,장소,공원,14193361,롯데백화점하늘공원,창원,,50705,지역근린공원,4812312700100790000,경상남도,창원시 성산구,상남동,,79,4812312700,4812353000,481232327003,중앙대로,124,128.681658,35.22458631,마라075927,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003106,장소,공원,14194018,근린공원,,,50705,지역근린공원,4122025623112770000,경기도,평택시,포승읍,원정리,1277,4122025623,4122025600,412204364001,2함대길,40,126.8347711,36.99378516,다바408885,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003107,장소,공원,14195154,평화1공원,,,50705,지역근린공원,4511113200107450001,전라북도,전주시 완산구,평화동1가,,745-1,4511113200,4511169100,451114598377,평화15길,13-5,127.1373807,35.79206187,다마672551,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003108,장소,공원,14195949,근린공원,,,50705,지역근린공원,2920014600109270000,광주광역시,광산구,월전동,,927,2920014600,2920067000,,,,126.7639417,35.12259206,다라329810,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003109,장소,공원,14199842,양산워터파크,,,50705,지역근린공원,4833025324127640000,경상남도,양산시,물금읍,범어리,2764,4833025324,4833025300,483304814904,신주2길,25,129.021876,35.33865962,마마383058,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003110,장소,공원,14200578,고인돌쉼터,,,50705,지역근린공원,4689033029112090001,전라남도,완도군,고금면,가교리,1209-1,4689033029,4689033000,,,,126.8157544,34.42350921,다라371035,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003111,장소,공원,14203456,백운공원,,,50705,지역근린공원,4825010500100180001,경상남도,김해시,대성동,,18-1,4825010500,4825055000,,,,128.8814906,35.24258942,마라256950,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003112,장소,공원,14204910,어곡산업단지근린공원,,,50705,지역근린공원,4833011200108590000,경상남도,양산시,어곡동,,859,4833011200,4833053000,483304814612,어곡공단3길,50,129.0162805,35.3801944,마마377104,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003113,장소,공원,14205185,삼일공원,,,50705,지역근린공원,4374525021104850001,충청북도,증평군,증평읍,증평리,485-1,4374525021,4374525000,,,,127.5861665,36.78147554,라바076648,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003114,장소,공원,14205350,만세운동기념탑공원,,,50705,지역근린공원,4146134023200210001,경기도,용인시 처인구,원삼면,좌항리,산21-1,4146134023,4146134000,414613353038,좌찬로,183,127.3192564,37.2130077,다사839127,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003115,장소,공원,14205462,궐동제3어린이공원,,,50706,어린이놀이터,4137010400106240000,경기도,오산시,궐동,,624,4137010400,4137053000,,,,127.0575712,37.16058316,다사607069,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003116,장소,공원,14205466,궐동제4어린이공원,,,50706,어린이놀이터,4137010400106600000,경기도,오산시,궐동,,660,4137010400,4137053000,,,,127.0568006,37.15916218,다사606068,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003117,장소,공원,14205467,궐동제5어린이공원,,,50706,어린이놀이터,4137010400106560000,경기도,오산시,궐동,,656,4137010400,4137053000,,,,127.060026,37.15773933,다사609066,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003118,장소,공원,14205475,궐동제6어린이공원,,,50706,어린이놀이터,4137010400107060000,경기도,오산시,궐동,,706,4137010400,4137053000,,,,127.0547539,37.15547152,다사604063,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003119,장소,공원,14205802,3호공원,,,50705,지역근린공원,4119011800103090000,경기도,부천시,여월동,,309,4119011800,4119080000,,,,126.7995193,37.51094936,다사380459,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003120,장소,공원,14205872,43호공원,,,50705,지역근린공원,5011010200100880000,제주특별자치도,제주시,일도이동,,88,5011010200,5011052000,501104848901,태성로4길,23,126.5471782,33.50005574,다다114013,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003121,장소,공원,14206072,김포골드벨리4호근린공원,,,50705,지역근린공원,4157025626130850000,경기도,김포시,양촌읍,학운리,3085,4157025626,4157025600,415704427617,황금로23번길,245,126.6231036,37.61137218,다사226572,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003122,장소,공원,14206428,JC공원,,,50705,지역근린공원,5172025032200470009,강원특별자치도,홍천군,홍천읍,삼마치리,산47-9,5172025032,5172025000,,,,127.8984016,37.60257548,라사351559,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003123,장소,공원,14206470,JC공원,,,50705,지역근린공원,4377037031105390002,충청북도,음성군,감곡면,왕장리,539-2,4377037031,4377037000,,,,127.6452591,37.11961178,라사129023,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003124,장소,공원,14206558,가꿀공원,,,50706,어린이놀이터,1165010100108590001,서울특별시,서초구,방배동,,859-1,1165010100,1165062100,,,,126.987579,37.48796163,다사547433,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003125,장소,공원,14206686,가덕가로공원,,,50705,지역근린공원,4476037031100240002,충청남도,부여군,옥산면,가덕리,24-2,4476037031,4476037000,,,,126.7720594,36.1844105,다마345988,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003126,장소,공원,14206892,가락골어린이공원,,,50705,지역근린공원,1171010400101290000,서울특별시,송파구,송파동,,129,1171010400,1171058000,,,,127.1130474,37.50735031,다사658454,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003127,장소,공원,14206917,가람공원,,,50705,지역근린공원,3114010600114590002,울산광역시,남구,삼산동,,1459-2,3114010600,3114057000,,,,129.3348567,35.54783812,마마663295,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003128,장소,공원,14206946,가람공원,,,50705,지역근린공원,4719012800107560001,경상북도,구미시,옥계동,,756-1,4719012800,4719069000,,,,128.4231945,36.13538878,라마830935,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003129,장소,공원,14206999,가래비어린이공원,,,50706,어린이놀이터,4163033021107320018,경기도,양주시,광적면,가납리,732-18,4163033021,4163033000,,,,126.9854987,37.82276827,다사547804,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003130,장소,공원,14207066,희망의숲공원,,,50705,지역근린공원,5180031530201930004,강원특별자치도,양구군,국토정중앙면,구암리,산193-4,5180031530,5180031500,,,,128.0025641,38.08385112,라아440094,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003131,장소,공원,14207225,가로공원,,,50705,지역근린공원,4113110300145110001,경기도,성남시 수정구,수진동,,4511-1,4113110300,4113158000,411312179002,산성대로,111,127.1304871,37.43438972,다사673373,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003132,장소,공원,14207291,가린열공원,,,50706,어린이놀이터,1153010700104580004,서울특별시,구로구,개봉동,,458-4,1153010700,1153074000,,,,126.8542261,37.50066431,다사429447,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003133,장소,공원,14207326,가마골소공원,,,50705,지역근린공원,5173038022112610000,강원특별자치도,횡성군,강림면,부곡리,1261,5173038022,5173038000,517303226081,태종로,695,128.0939488,37.3325671,라사526261,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003134,장소,공원,14207350,오동체육공원,,,50705,지역근린공원,4690025021106370001,전라남도,진도군,진도읍,동외리,637-1,4690025021,4690025000,469004703105,동문길,69,126.2701128,34.48880269,나라870112,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003135,장소,공원,14207501,가산동유수지공원,,,50705,지역근린공원,1154510100105500022,서울특별시,금천구,가산동,,550-22,1154510100,1154551000,115453000026,디지털로,103,126.8791395,37.47585298,다사451420,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003136,장소,공원,14207710,가암리휴식공원,,,50705,지역근린공원,2772037029103930000,대구광역시,군위군,삼국유사면,가암리,393,2772037029,2772037000,277203314004,아미산로,109,128.8420232,36.1799283,마마206989,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003137,장소,공원,14207740,가야공원,,,50705,지역근린공원,4825010800111460003,경상남도,김해시,내동,,1146-3,4825010800,4825054000,,,,128.8699624,35.23641346,마라246943,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003138,장소,공원,14207806,가온어린이공원,,,50706,어린이놀이터,2820011000105860001,인천광역시,남동구,논현동,,586-1,2820011000,2820070000,,,,126.7182771,37.4053035,다사308343,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003139,장소,공원,14207911,가운어린이공원,,,50706,어린이놀이터,4136011200107510000,경기도,남양주시,다산동,,751,4136011200,4136056500,,,,127.1588506,37.5976271,다사698554,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003140,장소,공원,14208014,가재미어린이공원,,,50706,어린이놀이터,4511310300108820001,전라북도,전주시 덕진구,인후동1가,,882-1,4511310300,4511356000,,,,127.1624937,35.82930671,다마695592,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003141,장소,공원,14208042,가족공원,,,50706,어린이놀이터,3117010800102380046,울산광역시,동구,서부동,,238-46,3117010800,3117059000,,,,129.4266499,35.52402744,마마746270,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003142,장소,공원,14208103,가족산책공원,,,50705,지역근린공원,2629010700104090005,부산광역시,남구,용호동,,409-5,2629010700,2629057000,262903131005,동명로,114,129.1093799,35.12007113,마라466817,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003143,장소,공원,14208110,바다숲공원,,,50705,지역근린공원,5121011300105480013,강원특별자치도,속초시,장사동,,548-13,5121011300,5121051000,512104469192,장사항해안길,56,128.5882984,38.2262534,라아952256,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003144,장소,공원,14208113,영랑호수공원,,,50705,지역근린공원,5121010200105120082,강원특별자치도,속초시,동명동,,512-82,5121010200,5121052000,,,,128.5843328,38.21200364,라아949240,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003145,장소,공원,14208129,송지호해변공원,,,50705,지역근린공원,5182032025100080010,강원특별자치도,고성군,죽왕면,오봉리,8-10,5182032025,5182032000,518202000023,동해대로,6090,128.5137572,38.34242209,라아885384,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003146,장소,공원,14208163,신생에너지공원,,,50705,지역근린공원,5121010700109780007,강원특별자치도,속초시,노학동,,978-7,5121010700,5121057000,512103223001,관광로,383,128.5375162,38.19474062,라아908221,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003147,장소,공원,14208177,푸른쉼터,,,50705,지역근린공원,5121010600109720000,강원특별자치도,속초시,교동,,972,5121010600,5121057000,512104469056,먹거리7길,1,128.5742921,38.19449791,라아940221,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003148,장소,공원,14208184,자매시기념공원,,,50705,지역근린공원,5121011100114230001,강원특별자치도,속초시,도문동,,1423-1,5121011100,5121060000,,,,128.5916904,38.1628164,라아956186,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003149,장소,공원,14208191,평화공원,,,50705,지역근린공원,5181034022200020000,강원특별자치도,인제군,서화면,서흥리,산2,5181034022,5181034000,,,,128.2009055,38.21463837,라아613240,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003150,장소,공원,14208196,뱅이골소공원,,,50705,지역근린공원,5180033027100430001,강원특별자치도,양구군,방산면,고방산리,43-1,5180033027,5180033000,,,,128.000663,38.21079554,라아438235,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003151,장소,공원,14208197,궝소공원,,,50705,지역근린공원,5180033021103850000,강원특별자치도,양구군,방산면,현리,385,5180033021,5180033000,,,,127.9455379,38.20847472,라아390232,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003152,장소,공원,14208819,지경공원,,,50705,지역근린공원,5183034036100010024,강원특별자치도,양양군,현남면,지경리,1-24,5183034036,5183034000,,,,128.8074827,37.91843321,마사149917,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003153,장소,공원,14208840,중앙공원,,,50705,지역근린공원,5115025021103160002,강원특별자치도,강릉시,주문진읍,주문리,316-2,5115025021,5115025000,511503220039,주문로,94,128.8268133,37.89207902,마사166888,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003154,장소,공원,14209034,안목해맞이공원,,,50705,지역근린공원,5115011500200010003,강원특별자치도,강릉시,견소동,,산1-3,5115011500,5115059000,,,,128.9455767,37.77381349,마사273758,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003155,장소,공원,14209801,포남소공원,,,50705,지역근린공원,5115011100111590000,강원특별자치도,강릉시,포남동,,1159,5115011100,5115057100,511504460257,남구길24번길,25,128.9072234,37.76700659,마사239750,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003156,장소,공원,14209807,분수공원,,,50705,지역근린공원,5115011000118910001,강원특별자치도,강릉시,교동,,1891-1,5115011000,5115055000,511504460572,솔올로5번길,37,128.8752693,37.764474,마사211747,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003157,장소,공원,14209809,말나눔터공원,,,50705,지역근린공원,5115011000101560011,강원특별자치도,강릉시,교동,,156-11,5115011000,5115056000,,,,128.8953518,37.75925519,마사229742,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003158,장소,공원,14209812,단오공원,,,50705,지역근린공원,5115012100107220012,강원특별자치도,강릉시,노암동,,722-12,5115012100,5115061500,,,,128.8961317,37.74837756,마사229730,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003159,장소,공원,14210418,쉬리공원,,,50705,지역근린공원,5178025328100050017,강원특별자치도,철원군,김화읍,청양리,5-17,5178025328,5178025300,,,,127.4155649,38.24822669,다아926275,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003160,장소,공원,14210663,망곡산체육공원,,,50705,지역근린공원,4180025021200010008,경기도,연천군,연천읍,차탄리,산1-8,4180025021,4180025000,,,,127.0712547,38.1032343,다아624115,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003161,장소,공원,14210867,전곡체육공원,,,50705,지역근린공원,4180025321103570000,경기도,연천군,전곡읍,전곡리,357,4180025321,4180025300,418003215024,선사로458번길,39,127.0733957,38.02838652,다아625032,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003162,장소,공원,14210913,청산공원,,,50705,지역근린공원,4180032021102430000,경기도,연천군,청산면,초성리,243,4180032021,4180032000,418003215048,학담로,147,127.0731262,38.00208588,다아625003,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003163,장소,공원,14211165,비봉체육공원,,,50705,지역근린공원,5180025021100060003,강원특별자치도,양구군,양구읍,상리,6-3,5180025021,5180025000,,,,127.9921713,38.10650492,라아431119,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003164,장소,공원,14212197,신남공원,,,50705,지역근린공원,5181031021103280001,강원특별자치도,인제군,남면,신남리,328-1,5181031021,5181031000,,,,128.083846,37.96514361,라사512962,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003165,장소,공원,14212261,호국용사기념공원,,,50705,지역근린공원,5172033024201650000,강원특별자치도,홍천군,내촌면,도관리,산165,5172033024,5172033000,,,,128.0842647,37.81563702,라사514797,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003166,장소,공원,14212282,충렬탑공원,,,50705,지역근린공원,5179025023102210000,강원특별자치도,화천군,화천읍,중리,221,5179025023,5179025000,,,,127.7132751,38.10966302,라아186121,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003167,장소,공원,14212291,화천어린이놀이터,,,50706,어린이놀이터,5179025021102560001,강원특별자치도,화천군,화천읍,아리,256-1,5179025021,5179025000,,,,127.7071314,38.10561567,라아181117,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003168,장소,공원,14212372,소요생활체육공원,,,50705,지역근린공원,4125010900101730000,경기도,동두천시,상봉암동,,173,4125010900,4125058000,412503189009,봉동로,27,127.0575341,37.94601441,다사611941,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003169,장소,공원,14212402,뒷뜰공원,,,50706,어린이놀이터,5111012000107530007,강원특별자치도,춘천시,후평동,,753-7,5111012000,5111060000,,,,127.7526942,37.88995938,라사222878,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003170,장소,공원,14212427,춘천의뒤뜰,,,50705,지역근린공원,5111012000108490005,강원특별자치도,춘천시,후평동,,849-5,5111012000,5111060000,,,,127.7438343,37.8834134,라사214870,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003171,장소,공원,14212442,세실공원,,,50705,지역근린공원,5111012000108680000,강원특별자치도,춘천시,후평동,,868,5111012000,5111061100,511104454807,후만로126번길,2,127.7578171,37.87701976,라사226863,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003172,장소,공원,14212445,철길따라공원,,,50705,지역근린공원,5111012300109810000,강원특별자치도,춘천시,퇴계동,,981,5111012300,5111066000,,,,127.7343371,37.85836597,라사206843,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003173,장소,공원,14212455,지성공원,,,50705,지역근린공원,5111011200101750040,강원특별자치도,춘천시,효자동,,175-40,5111011200,5111063000,,,,127.7369199,37.86784374,라사208853,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003174,장소,공원,14212465,원터근린공원,,,50705,지역근린공원,4125010700102230001,경기도,동두천시,동두천동,,223-1,4125010700,4125058000,412504367014,강변로690번길,38,127.0521057,37.92806914,다사606921,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003175,장소,공원,14212466,스무숲송화공원,,,50705,지역근린공원,5111012400108670000,강원특별자치도,춘천시,석사동,,867,5111012400,5111065000,,,,127.7409824,37.85274118,라사212836,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003176,장소,공원,14212819,지석공원,,,50705,지역근린공원,5111012300109970000,강원특별자치도,춘천시,퇴계동,,997,5111012300,5111066000,511103218035,지석로,32,127.7395059,37.85143837,라사210835,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003177,장소,공원,14212861,스무숲2공원,,,50705,지역근린공원,5111012300110220000,강원특별자치도,춘천시,퇴계동,,1022,5111012300,5111066000,,,,127.7424107,37.84902556,라사213832,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003178,장소,공원,14212870,스무숲공원,,,50705,지역근린공원,5111012300110300000,강원특별자치도,춘천시,퇴계동,,1030,5111012300,5111066000,,,,127.7445108,37.84941284,라사215833,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003179,장소,공원,14212891,대룡공원,,,50705,지역근린공원,5111012300110370000,강원특별자치도,춘천시,퇴계동,,1037,5111012300,5111066000,,,,127.7435018,37.84687792,라사214830,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003180,장소,공원,14213126,반딧불생태공원,,,50705,지역근린공원,4182034524105650000,경기도,가평군,조종면,상판리,565,4182034524,4182034500,418203216011,명지산로,655,127.3918544,37.92070836,다사904912,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003181,장소,공원,14213221,포천체육공원,,,50705,지역근린공원,4165010100101080015,경기도,포천시,신읍동,,108-15,4165010100,4165051000,416504439607,중앙로61번길,18,127.1983616,37.89397896,다사734882,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003182,장소,공원,14213379,설운체육공원,,,50705,지역근린공원,4165010500105590028,경기도,포천시,설운동,,559-28,4165010500,4165052000,416503213048,해룡로,79,127.1407204,37.85837694,다사683843,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003183,장소,공원,14213423,진달래공원,,,50705,지역근린공원,4125010200102740012,경기도,동두천시,지행동,,274-12,4125010200,4125056500,412504367054,삼육사로1002번길,61-8,127.0604422,37.89625036,다사613885,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003184,장소,공원,14213529,시민공원,,,50705,지역근린공원,4125010200106910006,경기도,동두천시,지행동,,691-6,4125010200,4125056600,412503189031,중앙로,141,127.0518685,37.89512331,다사605884,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003185,장소,공원,14213564,꿈나무공원,,,50705,지역근린공원,4125010200107170004,경기도,동두천시,지행동,,717-4,4125010200,4125056600,412503189026,중앙로,103,127.0515118,37.89131243,다사605880,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003186,장소,공원,14213590,지행3어린이공원,,,50706,어린이놀이터,4125010200104060103,경기도,동두천시,지행동,,406-103,4125010200,4125056500,412504367162,평화로2238번길,22,127.0578747,37.88740224,다사611875,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003187,장소,공원,14213625,청이어린이공원,,,50706,어린이놀이터,4125010100106810000,경기도,동두천시,송내동,,681,4125010100,4125056600,412504367142,중앙로33번길,67-82,127.0521888,37.88266063,다사606870,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003188,장소,공원,14213685,문산공원,,,50705,지역근린공원,4148025022109280000,경기도,파주시,문산읍,당동리,928,4148025022,4148025000,414803206013,당동1로,25-15,126.7749781,37.8613339,다사362848,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003189,장소,공원,14214110,마치미쉼터공원,,,50705,지역근린공원,4165033027103120002,경기도,포천시,가산면,우금리,312-2,4165033027,4165033000,416504439460,우금길,29,127.2140063,37.8247664,다사748805,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
KCDPCPO23N000003190,장소,공원,14214251,솔모루공원,,,50705,지역근린공원,4165025021107280009,경기도,포천시,소흘읍,송우리,728-9,4165025021,4165025000,,,,127.1386236,37.82691121,다사681808,20231220,KT,KC_498_DMSTC_MCST_PBL_CT_PARK,20231220
